Country,Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD,Total_Budget_Growth_Pct,Total_Budget_Roll5,Social_Spend_Pct,Guns_Butter_Ratio,Era
Australia,1972,7.04,13.25,14.6,5.0,13.667,9.02,6.01,12.02,21.04,12.02,0.962,1.811,1.995,0.683,1.233,0.821,1.643,2.876,1.643,15.090526315789464,10.924600000000002,60.91,0.11558036447217207,Cold War (1946-1991)
Australia,1973,7.04,13.25,14.6,5.0,17.138,9.02,6.01,12.02,21.04,12.02,1.206,2.271,2.502,0.857,1.546,1.03,2.06,3.606,2.06,25.396941538011287,12.6338,60.91,0.11558036447217207,Cold War (1946-1991)
Australia,1974,7.04,13.25,14.6,5.0,23.473,9.02,6.01,12.02,21.04,12.02,1.653,3.11,3.427,1.174,2.117,1.411,2.821,4.939,2.821,36.96463998132802,15.401599999999998,60.91,0.11558036447217207,Cold War (1946-1991)
Australia,1975,7.04,13.25,14.6,5.0,30.103,9.02,6.01,12.02,21.04,12.02,2.119,3.989,4.395,1.505,2.715,1.809,3.618,6.334,3.618,28.2452179099391,19.2512,60.91,0.11558036447217207,Cold War (1946-1991)
Australia,1976,7.04,13.25,14.6,5.0,36.129,9.02,6.01,12.02,21.04,12.02,2.543,4.787,5.275,1.806,3.259,2.171,4.343,7.602,4.343,20.017938411453983,24.101999999999997,60.91,0.11558036447217207,Cold War (1946-1991)
Australia,1977,7.04,13.25,14.6,5.0,37.905,9.02,6.01,12.02,21.04,12.02,2.669,5.022,5.534,1.895,3.419,2.278,4.556,7.975,4.556,4.915718674748826,28.949599999999997,60.91,0.11558036447217207,Cold War (1946-1991)
Australia,1978,7.04,13.25,14.6,5.0,42.219,9.02,6.01,12.02,21.04,12.02,2.972,5.594,6.164,2.111,3.808,2.537,5.075,8.883,5.075,11.38108428967155,33.9658,60.91,0.11558036447217207,Cold War (1946-1991)
Australia,1979,7.04,13.25,14.6,5.0,46.496,9.02,6.01,12.02,21.04,12.02,3.273,6.161,6.788,2.325,4.194,2.794,5.589,9.783,5.589,10.130509959970624,38.57039999999999,60.91,0.11558036447217207,Cold War (1946-1991)
Australia,1980,7.04,13.25,14.6,5.0,50.962,9.02,6.01,12.02,21.04,12.02,3.588,6.752,7.44,2.548,4.597,3.063,6.126,10.722,6.126,9.605127322780449,42.742200000000004,60.91,0.11558036447217207,Cold War (1946-1991)
Australia,1981,7.04,13.25,14.6,5.0,60.608,9.02,6.01,12.02,21.04,12.02,4.267,8.031,8.849,3.03,5.467,3.643,7.285,12.752,7.285,18.92782857815627,47.638,60.91,0.11558036447217207,Cold War (1946-1991)
Australia,1982,7.04,13.25,14.6,5.0,65.728,9.02,6.01,12.02,21.04,12.02,4.627,8.709,9.596,3.286,5.929,3.95,7.9,13.829,7.9,8.44772967265046,53.202600000000004,60.91,0.11558036447217207,Cold War (1946-1991)
Australia,1983,7.04,13.25,14.6,5.0,65.928,9.02,6.01,12.02,21.04,12.02,4.641,8.735,9.625,3.296,5.947,3.962,7.924,13.871,7.924,0.3042843232716752,57.944399999999995,60.91,0.11558036447217207,Cold War (1946-1991)
Australia,1984,7.04,13.25,14.6,5.0,74.498,9.02,6.01,12.02,21.04,12.02,5.245,9.871,10.877,3.725,6.72,4.477,8.955,15.674,8.955,12.999029244023784,63.544799999999995,60.91,0.11558036447217207,Cold War (1946-1991)
Australia,1985,7.04,13.25,14.6,5.0,69.413,9.02,6.01,12.02,21.04,12.02,4.887,9.197,10.134,3.471,6.261,4.172,8.343,14.604,8.343,-6.825686595613312,67.23499999999999,60.91,0.11558036447217207,Cold War (1946-1991)
Australia,1986,7.04,13.25,14.6,5.0,69.331,9.02,6.01,12.02,21.04,12.02,4.881,9.186,10.122,3.467,6.254,4.167,8.334,14.587,8.334,-0.11813349084464075,68.9796,60.91,0.11558036447217207,Cold War (1946-1991)
Australia,1987,7.04,13.25,14.6,5.0,70.801,9.02,6.01,12.02,21.04,12.02,4.984,9.381,10.337,3.54,6.386,4.255,8.51,14.896,8.51,2.120263662719424,69.9942,60.91,0.11558036447217207,Cold War (1946-1991)
Australia,1988,7.04,13.25,14.6,5.0,83.098,9.02,6.01,12.02,21.04,12.02,5.85,11.011,12.132,4.155,7.495,4.994,9.988,17.484,9.988,17.368398751430057,73.4282,60.91,0.11558036447217207,Cold War (1946-1991)
Australia,1989,6.92,13.35,14.6,5.0,96.741,9.02,6.01,12.03,21.05,12.03,6.694,12.915,14.124,4.837,8.726,5.814,11.638,20.364,11.638,16.417964331271516,77.8768,61.03,0.11338685892184171,Cold War (1946-1991)
Australia,1990,6.79,13.59,14.6,5.0,98.799,9.0,6.0,12.0,21.01,12.0,6.708,13.427,14.425,4.94,8.892,5.928,11.856,20.758,11.856,2.1273296740782266,83.75399999999999,61.2,0.11094771241830065,Cold War (1946-1991)
Australia,1991,6.55,14.07,14.6,5.0,109.814,8.97,5.98,11.96,20.92,11.96,7.193,15.451,16.033,5.491,9.85,6.567,13.134,22.973,13.134,11.14889826820109,91.8506,61.550000000000004,0.10641754670999187,Cold War (1946-1991)
Australia,1992,6.36,13.2,14.6,5.0,115.679,9.12,6.08,12.17,21.29,12.17,7.357,15.27,16.889,5.784,10.55,7.033,14.078,24.628,14.078,5.340849072067333,100.8262,61.26,0.10381978452497552,Post-Cold-War (1992-2007)
Australia,1993,6.38,15.02,14.6,5.0,113.336,8.85,5.9,11.8,20.65,11.8,7.231,17.023,16.547,5.667,10.03,6.687,13.374,23.404,13.374,-2.025432446684361,106.8738,62.06999999999999,0.10278717576929275,Post-Cold-War (1992-2007)
Australia,1994,6.26,14.3,14.6,5.0,117.79,8.98,5.98,11.97,20.94,11.97,7.374,16.844,17.197,5.889,10.578,7.044,14.099,24.665,14.099,3.9299075315875065,111.0836,61.81,0.10127811033813298,Post-Cold-War (1992-2007)
Australia,1995,6.0,12.17,14.6,5.0,135.914,9.33,6.22,12.45,21.78,12.45,8.155,16.541,19.843,6.796,12.681,8.454,16.921,29.602,16.921,15.38670515323879,118.5066,61.0,0.09836065573770492,Post-Cold-War (1992-2007)
Australia,1996,5.76,12.17,14.6,5.0,143.36,9.37,6.25,12.49,21.86,12.49,8.258,17.447,20.931,7.168,13.433,8.96,17.906,31.339,17.906,5.47846432302781,125.21579999999999,61.12,0.09424083769633508,Post-Cold-War (1992-2007)
Australia,1997,5.69,12.17,14.6,5.0,150.812,9.38,6.25,12.51,21.89,12.51,8.581,18.354,22.019,7.541,14.146,9.426,18.867,33.013,18.867,5.198102678571437,132.2424,61.169999999999995,0.09301945398070952,Post-Cold-War (1992-2007)
Australia,1998,5.39,12.17,14.6,5.0,123.956,9.43,6.28,12.57,21.99,12.57,6.681,15.085,18.098,6.198,11.689,7.784,15.581,27.258,15.581,-17.807601517120652,134.3664,61.33,0.08788521115278004,Post-Cold-War (1992-2007)
Australia,1999,5.21,12.17,14.6,5.0,138.837,9.45,6.3,12.6,22.06,12.6,7.233,16.897,20.27,6.942,13.12,8.747,17.494,30.628,17.494,12.005066313853296,138.5758,61.43,0.08481198111671821,Post-Cold-War (1992-2007)
Australia,2000,5.18,12.17,14.6,5.0,145.422,9.46,6.3,12.61,22.07,12.61,7.533,17.698,21.232,7.271,13.757,9.162,18.338,32.095,18.338,4.742971974329624,140.4774,61.45,0.08429617575264442,Post-Cold-War (1992-2007)
Australia,2001,5.23,12.17,14.71,5.0,144.52,9.43,6.29,12.58,22.01,12.58,7.558,17.588,21.259,7.226,13.628,9.09,18.181,31.809,18.181,-0.6202637840216685,140.70940000000002,61.47,0.08508215389620954,Post-Cold-War (1992-2007)
Australia,2002,5.35,12.17,15.51,5.0,151.701,9.29,6.2,12.39,21.69,12.39,8.116,18.462,23.529,7.585,14.093,9.405,18.796,32.904,18.796,4.968862441184596,140.88719999999998,61.760000000000005,0.08662564766839377,Post-Cold-War (1992-2007)
Australia,2003,5.28,12.17,15.48,5.0,174.841,9.31,6.21,12.41,21.72,12.41,9.232,21.278,27.065,8.742,16.278,10.858,21.698,37.975,21.698,15.253689824061812,151.0642,61.78,0.08546455163483328,Post-Cold-War (1992-2007)
Australia,2004,5.24,12.17,15.95,5.0,228.876,9.25,6.16,12.33,21.58,12.33,11.993,27.854,36.506,11.444,21.171,14.099,28.22,49.391,28.22,30.905222459262994,169.07199999999997,62.029999999999994,0.0844752539093987,Post-Cold-War (1992-2007)
Australia,2005,5.2,12.17,15.9,5.0,258.531,9.26,6.17,12.35,21.61,12.35,13.444,31.463,41.106,12.927,23.94,15.951,31.929,55.869,31.929,12.95679756724164,191.6938,62.03,0.08383040464291472,Post-Cold-War (1992-2007)
Australia,2006,5.26,12.17,15.94,5.0,270.992,9.24,6.16,12.33,21.57,12.33,14.254,32.98,43.196,13.55,25.04,16.693,33.413,58.453,33.413,4.819924883282867,216.9882,62.01,0.08482502822125464,Post-Cold-War (1992-2007)
Australia,2007,5.28,12.17,16.49,5.0,303.966,9.16,6.11,12.21,21.37,12.21,16.049,36.993,50.124,15.198,27.843,18.572,37.114,64.958,37.114,12.1678868748893,247.44120000000004,62.24,0.08483290488431877,Post-Cold-War (1992-2007)
Australia,2008,5.13,12.17,15.61,5.0,373.549,9.31,6.21,12.42,21.73,12.42,19.163,45.461,58.311,18.677,34.777,23.197,46.395,81.172,46.395,22.891704993321603,287.1828,61.93000000000001,0.08283545938963345,Post-GFC (2008-2019)
Australia,2009,5.09,12.17,15.88,5.0,357.463,9.28,6.19,12.37,21.65,12.37,18.195,43.503,56.765,17.873,33.173,22.127,44.218,77.391,44.218,-4.306262364509061,312.9002,62.07,0.08200418881907523,Post-GFC (2008-2019)
Australia,2010,5.02,12.17,16.11,5.0,446.149,9.25,6.17,12.34,21.59,12.34,22.397,54.296,71.875,22.307,41.269,27.527,55.055,96.324,55.055,24.809840459012534,350.4238,62.21000000000001,0.08069442211863043,Post-GFC (2008-2019)
Australia,2011,4.84,12.17,16.32,5.0,528.739,9.25,6.17,12.33,21.58,12.33,25.591,64.348,86.29,26.437,48.908,32.623,65.194,114.102,65.194,18.511752800073534,401.9732,62.4,0.07756410256410257,Post-GFC (2008-2019)
Australia,2012,4.57,12.17,16.19,5.0,587.794,9.31,6.21,12.41,21.72,12.41,26.862,71.534,95.164,29.39,54.724,36.502,72.945,127.669,72.945,11.169026684243066,458.73879999999997,62.489999999999995,0.07313170107217155,Post-GFC (2008-2019)
Australia,2013,4.51,12.17,15.4,5.0,593.553,9.44,6.29,12.58,22.02,12.58,26.769,72.235,91.407,29.678,56.031,37.335,74.669,130.7,74.669,0.9797650197177932,502.7396,62.17,0.07254302718352902,Post-GFC (2008-2019)
Australia,2014,4.82,12.17,17.64,5.0,560.646,9.06,6.04,12.07,21.13,12.07,27.023,68.231,98.898,28.032,50.795,33.863,67.67,118.464,67.67,-5.544071043360921,543.3761999999999,63.01,0.07649579431836218,Post-GFC (2008-2019)
Australia,2015,5.24,12.17,18.29,5.0,525.937,8.9,5.93,11.86,20.76,11.86,27.559,64.007,96.194,26.297,46.808,31.188,62.376,109.184,62.376,-6.190894075762598,559.3338,63.08,0.08306911857958149,Post-GFC (2008-2019)
Australia,2016,5.61,12.17,18.54,5.0,473.571,8.8,5.87,11.74,20.54,11.74,26.567,57.634,87.8,23.679,41.674,27.799,55.597,97.271,55.597,-9.956705841193902,548.3001999999999,62.99,0.0890617558342594,Post-GFC (2008-2019)
Australia,2017,5.45,12.17,18.58,5.0,513.416,8.82,5.88,11.76,20.58,11.76,27.981,62.483,95.393,25.671,45.283,30.189,60.378,105.661,60.378,8.413733104434185,533.4246,63.089999999999996,0.08638453003645587,Post-GFC (2008-2019)
Australia,2018,5.14,12.17,18.53,5.0,544.611,8.87,5.92,11.83,20.71,11.83,27.993,66.279,100.916,27.231,48.307,32.241,64.428,112.789,64.428,6.075969584118912,523.6362,63.24,0.08127767235926628,Post-GFC (2008-2019)
Australia,2019,4.83,12.17,17.13,5.0,530.158,9.13,6.09,12.17,21.3,12.17,25.607,64.52,90.816,26.508,48.403,32.287,64.52,112.924,64.52,-2.6538208005346897,517.5386000000001,62.769999999999996,0.07694758642663693,Post-GFC (2008-2019)
Australia,2020,4.52,12.17,17.06,5.0,584.469,9.19,6.12,12.25,21.44,12.25,26.418,71.13,99.71,29.223,53.713,35.77,71.598,125.31,71.598,10.244304528084092,529.2450000000001,62.92,0.07183725365543546,COVID era (2020+)
Australia,2021,4.74,12.11,19.29,5.0,738.755,8.83,5.89,11.77,20.6,11.77,35.017,89.463,142.506,36.938,65.232,43.513,86.951,152.183,86.951,26.397636144945235,582.2818,63.769999999999996,0.07432962207934767,COVID era (2020+)
Australia,2022,5.02,12.64,20.25,5.0,680.151,8.56,5.71,11.42,19.98,11.42,34.144,85.971,137.731,34.008,58.221,38.837,77.673,135.894,77.673,-7.932805869334225,615.6288000000001,64.29,0.07808368331000154,COVID era (2020+)
Australia,2023,5.01,12.64,21.01,5.0,695.724,8.45,5.63,11.27,19.72,11.27,34.856,87.94,146.172,34.786,58.789,39.169,78.408,137.197,78.408,2.2896386243643096,645.8514,64.64,0.07750618811881188,COVID era (2020+)
Australia,2024,4.96,12.64,21.01,5.0,704.778,8.46,5.64,11.28,19.73,11.28,34.957,89.084,148.074,35.239,59.624,39.749,79.499,139.053,79.499,1.3013781327077867,680.7754000000001,64.66000000000001,0.07670893906588307,COVID era (2020+)
Australia,2025,4.96,12.64,21.01,5.0,721.423,8.46,5.64,11.28,19.73,11.28,35.783,91.188,151.571,36.071,61.032,40.688,81.376,142.337,81.376,2.3617366035829646,708.1662,64.66000000000001,0.07670893906588307,COVID era (2020+)
Australia,2026,4.96,12.64,21.01,5.0,750.28,8.46,5.64,11.28,19.73,11.28,37.214,94.835,157.634,37.514,63.474,42.316,84.632,148.03,84.632,4.000011089194544,710.4712000000001,64.66000000000001,0.07670893906588307,COVID era (2020+)
Bangladesh,1946,10.33,5.26,5.21,18.12,0.297,18.32,9.16,9.16,9.16,15.27,0.031,0.016,0.015,0.054,0.054,0.027,0.027,0.027,0.045,,0.297,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1947,10.33,5.26,5.21,18.12,0.311,18.32,9.16,9.16,9.16,15.27,0.032,0.016,0.016,0.056,0.057,0.029,0.029,0.029,0.048,4.7138047138047146,0.304,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1948,10.33,5.26,5.21,18.12,0.327,18.32,9.16,9.16,9.16,15.27,0.034,0.017,0.017,0.059,0.06,0.03,0.03,0.03,0.05,5.144694533762073,0.3116666666666667,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1949,10.33,5.26,5.21,18.12,0.343,18.32,9.16,9.16,9.16,15.27,0.035,0.018,0.018,0.062,0.063,0.031,0.031,0.031,0.052,4.892966360856277,0.3195,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1950,10.33,5.26,5.21,18.12,0.36,18.32,9.16,9.16,9.16,15.27,0.037,0.019,0.019,0.065,0.066,0.033,0.033,0.033,0.055,4.956268221574334,0.3276,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1951,10.33,5.26,5.21,18.12,0.378,18.32,9.16,9.16,9.16,15.27,0.039,0.02,0.02,0.069,0.069,0.035,0.035,0.035,0.058,5.000000000000004,0.3438,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1952,10.33,5.26,5.21,18.12,0.397,18.32,9.16,9.16,9.16,15.27,0.041,0.021,0.021,0.072,0.073,0.036,0.036,0.036,0.061,5.026455026455023,0.361,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1953,10.33,5.26,5.21,18.12,0.417,18.32,9.16,9.16,9.16,15.27,0.043,0.022,0.022,0.076,0.076,0.038,0.038,0.038,0.064,5.0377833753148415,0.379,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1954,10.33,5.26,5.21,18.12,0.438,18.32,9.16,9.16,9.16,15.27,0.045,0.023,0.023,0.079,0.08,0.04,0.04,0.04,0.067,5.035971223021596,0.398,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1955,10.33,5.26,5.21,18.12,0.46,18.32,9.16,9.16,9.16,15.27,0.048,0.024,0.024,0.083,0.084,0.042,0.042,0.042,0.07,5.022831050228316,0.418,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1956,10.33,5.26,5.21,18.12,0.483,18.32,9.16,9.16,9.16,15.27,0.05,0.025,0.025,0.088,0.088,0.044,0.044,0.044,0.074,4.999999999999982,0.43899999999999995,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1957,10.33,5.26,5.21,18.12,0.507,18.32,9.16,9.16,9.16,15.27,0.052,0.027,0.026,0.092,0.093,0.046,0.046,0.046,0.077,4.968944099378891,0.46099999999999997,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1958,10.33,5.26,5.21,18.12,0.532,18.32,9.16,9.16,9.16,15.27,0.055,0.028,0.028,0.096,0.098,0.049,0.049,0.049,0.081,4.930966469428011,0.484,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1959,10.33,5.26,5.21,18.12,0.559,18.32,9.16,9.16,9.16,15.27,0.058,0.029,0.029,0.101,0.102,0.051,0.051,0.051,0.085,5.07518796992481,0.5082,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1960,10.33,5.26,5.21,18.12,0.587,18.32,9.16,9.16,9.16,15.27,0.061,0.031,0.031,0.106,0.108,0.054,0.054,0.054,0.09,5.008944543828253,0.5336000000000001,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1961,10.33,5.26,5.21,18.12,0.662,18.32,9.16,9.16,9.16,15.27,0.068,0.035,0.034,0.12,0.121,0.061,0.061,0.061,0.101,12.776831345826256,0.5694,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1962,10.33,5.26,5.21,18.12,0.698,18.32,9.16,9.16,9.16,15.27,0.072,0.037,0.036,0.126,0.128,0.064,0.064,0.064,0.107,5.4380664652567745,0.6075999999999999,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1963,10.33,5.26,5.21,18.12,0.73,18.32,9.16,9.16,9.16,15.27,0.075,0.038,0.038,0.132,0.134,0.067,0.067,0.067,0.112,4.5845272206303855,0.6472,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1964,10.33,5.26,5.21,18.12,0.74,18.32,9.16,9.16,9.16,15.27,0.076,0.039,0.039,0.134,0.136,0.068,0.068,0.068,0.113,1.3698630136986356,0.6834,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1965,10.33,5.26,5.21,18.12,0.811,18.32,9.16,9.16,9.16,15.27,0.084,0.043,0.042,0.147,0.149,0.074,0.074,0.074,0.124,9.594594594594597,0.7282,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1966,10.33,5.26,5.21,18.12,0.884,18.32,9.16,9.16,9.16,15.27,0.091,0.047,0.046,0.16,0.162,0.081,0.081,0.081,0.135,9.00123304562268,0.7726,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1967,10.33,5.26,5.21,18.12,0.996,18.32,9.16,9.16,9.16,15.27,0.103,0.052,0.052,0.18,0.182,0.091,0.091,0.091,0.152,12.669683257918551,0.8321999999999999,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1968,10.33,5.26,5.21,18.12,1.028,18.32,9.16,9.16,9.16,15.27,0.106,0.054,0.054,0.186,0.188,0.094,0.094,0.094,0.157,3.2128514056224855,0.8917999999999999,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1969,10.33,5.26,5.21,18.12,1.163,18.32,9.16,9.16,9.16,15.27,0.12,0.061,0.061,0.211,0.213,0.107,0.107,0.107,0.178,13.132295719844356,0.9763999999999999,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1970,10.33,5.26,5.21,18.12,1.235,18.32,9.16,9.16,9.16,15.27,0.128,0.065,0.064,0.224,0.226,0.113,0.113,0.113,0.189,6.190885640584698,1.0612,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1971,10.33,5.26,5.21,18.12,1.202,18.32,9.16,9.16,9.16,15.27,0.124,0.063,0.063,0.218,0.22,0.11,0.11,0.11,0.184,-2.6720647773279427,1.1248,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1972,10.33,5.26,5.21,18.12,0.864,18.32,9.16,9.16,9.16,15.27,0.089,0.045,0.045,0.156,0.158,0.079,0.079,0.079,0.132,-28.1198003327787,1.0984,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1973,10.33,5.26,5.21,18.12,1.111,18.32,9.16,9.16,9.16,15.27,0.115,0.058,0.058,0.201,0.203,0.102,0.102,0.102,0.17,28.587962962962955,1.1150000000000002,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1974,10.33,5.26,5.21,18.12,1.718,18.32,9.16,9.16,9.16,15.27,0.177,0.09,0.09,0.311,0.315,0.157,0.157,0.157,0.262,54.63546354635464,1.2260000000000002,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1975,10.33,5.26,5.21,18.12,2.671,18.32,9.16,9.16,9.16,15.27,0.276,0.14,0.139,0.484,0.489,0.245,0.245,0.245,0.408,55.47147846332945,1.5131999999999999,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1976,10.33,5.26,5.21,18.12,1.389,18.32,9.16,9.16,9.16,15.27,0.144,0.073,0.072,0.252,0.255,0.127,0.127,0.127,0.212,-47.99700486709098,1.5506,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1977,10.33,5.26,5.21,18.12,1.325,18.32,9.16,9.16,9.16,15.27,0.137,0.07,0.069,0.24,0.243,0.121,0.121,0.121,0.202,-4.6076313894888425,1.6428,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1978,10.33,5.26,5.21,18.12,1.824,18.32,9.16,9.16,9.16,15.27,0.188,0.096,0.095,0.33,0.334,0.167,0.167,0.167,0.279,37.66037735849057,1.7853999999999999,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1979,10.33,5.26,5.21,18.12,2.138,18.32,9.16,9.16,9.16,15.27,0.221,0.112,0.111,0.387,0.392,0.196,0.196,0.196,0.326,17.214912280701753,1.8694,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1980,10.33,5.26,5.21,18.12,2.491,18.32,9.16,9.16,9.16,15.27,0.257,0.131,0.13,0.451,0.456,0.228,0.228,0.228,0.38,16.510757717492996,1.8334,28.79,0.3588051406738451,Cold War (1946-1991)
Bangladesh,1981,10.33,6.63,5.21,18.12,2.781,17.91,8.96,8.96,8.96,14.93,0.287,0.184,0.145,0.504,0.498,0.249,0.249,0.249,0.415,11.641910879164996,2.1118,29.76,0.34711021505376344,Cold War (1946-1991)
Bangladesh,1982,10.33,6.39,5.21,18.12,2.544,17.98,8.99,8.99,8.99,14.99,0.263,0.163,0.133,0.461,0.457,0.229,0.229,0.229,0.381,-8.522114347357068,2.3556,29.58,0.3492224475997296,Cold War (1946-1991)
Bangladesh,1983,10.33,6.47,5.21,18.12,2.418,17.96,8.98,8.98,8.98,14.97,0.25,0.156,0.126,0.438,0.434,0.217,0.217,0.217,0.362,-4.952830188679236,2.4744,29.64,0.34851551956815113,Cold War (1946-1991)
Bangladesh,1984,10.33,8.09,5.21,18.12,2.598,17.47,8.74,8.74,8.74,14.56,0.268,0.21,0.135,0.471,0.454,0.227,0.227,0.227,0.378,7.444168734491297,2.5664000000000002,30.78,0.33560753736192334,Cold War (1946-1991)
Bangladesh,1985,10.33,8.39,5.21,18.12,3.059,17.38,8.69,8.69,8.69,14.49,0.316,0.257,0.159,0.554,0.532,0.266,0.266,0.266,0.443,17.744418783679762,2.68,30.979999999999997,0.3334409296320207,Cold War (1946-1991)
Bangladesh,1986,10.33,9.13,5.21,18.12,2.99,17.16,8.58,8.58,8.58,14.3,0.309,0.273,0.156,0.542,0.513,0.257,0.257,0.257,0.428,-2.2556390977443552,2.7218,31.5,0.3279365079365079,Cold War (1946-1991)
Bangladesh,1987,10.33,10.47,5.21,18.12,3.337,16.76,8.38,8.38,8.38,13.97,0.345,0.349,0.174,0.605,0.559,0.28,0.28,0.28,0.466,11.605351170568557,2.8804000000000003,32.440000000000005,0.31843403205918613,Cold War (1946-1991)
Bangladesh,1988,10.33,11.19,5.21,18.12,3.65,16.54,8.27,8.27,8.27,13.79,0.377,0.408,0.19,0.661,0.604,0.302,0.302,0.302,0.503,9.379682349415642,3.1268000000000002,32.94,0.3136004857316333,Cold War (1946-1991)
Bangladesh,1989,10.45,11.19,5.21,18.12,3.952,16.51,8.25,8.25,8.25,13.76,0.413,0.442,0.206,0.716,0.653,0.326,0.326,0.326,0.544,8.273972602739722,3.3975999999999997,32.9,0.31762917933130697,Cold War (1946-1991)
Bangladesh,1990,10.28,11.19,5.21,18.12,4.339,16.56,8.28,8.28,8.28,13.8,0.446,0.486,0.226,0.786,0.719,0.359,0.359,0.359,0.599,9.792510121457498,3.6536,32.96,0.3118932038834951,Cold War (1946-1991)
Bangladesh,1991,10.43,11.06,5.21,18.12,4.251,16.55,8.28,8.28,8.28,13.79,0.443,0.47,0.221,0.77,0.704,0.352,0.352,0.352,0.586,-2.0281170776676682,3.9058,32.83,0.31769722814498935,Cold War (1946-1991)
Bangladesh,1992,11.58,12.54,5.21,18.12,4.354,15.76,7.88,7.88,7.88,13.14,0.504,0.546,0.227,0.789,0.686,0.343,0.343,0.343,0.572,2.4229593036932506,4.1091999999999995,33.51,0.3455684870188004,Post-Cold-War (1992-2007)
Bangladesh,1993,11.16,12.11,5.21,18.12,4.555,16.02,8.01,8.01,8.01,13.35,0.508,0.552,0.237,0.825,0.73,0.365,0.365,0.365,0.608,4.616444648598983,4.2902000000000005,33.339999999999996,0.3347330533893222,Post-Cold-War (1992-2007)
Bangladesh,1994,11.83,15.2,5.21,18.12,4.637,14.89,7.45,7.45,7.45,12.41,0.549,0.705,0.242,0.84,0.69,0.345,0.345,0.345,0.575,1.800219538968162,4.4272,35.31,0.3350325686774285,Post-Cold-War (1992-2007)
Bangladesh,1995,11.44,15.2,5.21,18.12,5.21,15.01,7.5,7.5,7.5,12.51,0.596,0.792,0.271,0.944,0.782,0.391,0.391,0.391,0.652,12.357127453094673,4.6014,35.41,0.32307257836769276,Post-Cold-War (1992-2007)
Bangladesh,1996,11.99,15.2,5.21,18.12,6.377,14.85,7.42,7.42,7.42,12.37,0.765,0.969,0.332,1.156,0.947,0.473,0.473,0.473,0.789,22.39923224568139,5.0266,35.25,0.3401418439716312,Post-Cold-War (1992-2007)
Bangladesh,1997,12.27,15.2,5.21,18.12,6.625,14.76,7.38,7.38,7.38,12.3,0.813,1.007,0.345,1.2,0.978,0.489,0.489,0.489,0.815,3.888976007527045,5.4807999999999995,35.17,0.3488768837077054,Post-Cold-War (1992-2007)
Bangladesh,1998,12.33,18.13,5.21,18.12,6.864,13.86,6.93,6.93,6.93,11.55,0.846,1.244,0.358,1.244,0.951,0.476,0.476,0.476,0.793,3.6075471698113093,5.9426,37.2,0.3314516129032258,Post-Cold-War (1992-2007)
